passer_player_id,passer_player_name,week,passing_yards,passing_tds,interceptions,pass_attempts,rusher_player_id,rushing_yards,rushing_tds,fumbles_lost,fantasy_points,recent_team,opponent_team,def_qb_fp_allowed_roll5,qb_fp_roll5,league_qb_fp_allowed,proj_baseline,proj_adj,def_delta,proj_shrunk_02
00-0023459,A.Rodgers,13,117.0,0.0,0.0,22.0,00-0023459,0.0,0.0,0.0,4.68,PIT,BUF,11.151999759674073,13.463999938964843,14.141562,13.463999938964843,10.474437236785889,-2.9895627021789544,12.866087398529052
00-0023459,A.Rodgers,14,284.0,1.0,0.0,34.0,00-0023459,0.0,1.0,0.0,21.36,PIT,BAL,11.495999574661255,9.888000011444092,14.376429,9.888000011444092,7.00757098197937,-2.8804290294647217,9.311914205551147
00-0023459,A.Rodgers,15,224.0,2.0,0.0,30.0,,0.0,0.0,0.0,16.96,PIT,MIA,15.612000060081481,10.808000087738037,16.586876,10.808000087738037,9.833124232292175,-0.9748758554458625,10.613024916648865
00-0023459,A.Rodgers,16,266.0,1.0,0.0,43.0,00-0023459,9.0,0.0,0.0,15.54,PIT,DET,18.250000381469725,11.775999927520752,13.793646,11.775999927520752,16.232354450225827,4.456354522705077,12.667270832061767
00-0026158,J.Flacco,1,290.0,1.0,2.0,47.0,00-0026158,6.0,0.0,0.0,12.200001,CLE,CIN,12.145000338554382,13.109999775886536,17.265,13.109999775886536,7.9900007247924805,-5.119999051094055,12.085999965667725
00-0026158,J.Flacco,2,199.0,1.0,1.0,47.0,00-0026158,8.0,0.0,0.0,10.76,CLE,BAL,24.87000036239624,13.800000071525574,16.66625,13.800000071525574,22.003750205039978,8.203750133514404,15.440750098228454
00-0026158,J.Flacco,3,142.0,0.0,1.0,38.0,,0.0,0.0,0.0,3.6799998,CLE,GB,16.265000581741333,15.320000171661377,13.318125,15.320000171661377,18.266875982284546,2.946875810623169,15.909375333786011
00-0026158,J.Flacco,4,184.0,0.0,2.0,37.0,00-0026158,-1.0,0.0,0.0,3.2600002,CLE,DET,18.617500066757202,10.899999976158142,15.64,10.899999976158142,13.87749969959259,2.9774997234344482,11.495499920845031
00-0026158,J.Flacco,6,219.0,2.0,0.0,47.0,,0.0,0.0,0.0,16.76,CIN,GB,15.81000030040741,7.475000262260437,15.825,7.475000262260437,7.46000075340271,-0.01499950885772705,7.472000360488892
00-0026158,J.Flacco,7,342.0,3.0,0.0,49.0,00-0026158,3.0,0.0,0.0,25.98,CIN,PIT,18.916000366210938,9.332000255584717,15.190001,9.332000255584717,13.058000087738037,3.7259998321533203,10.077200222015382
00-0026158,J.Flacco,8,223.0,2.0,0.0,35.0,00-0026158,14.0,1.0,0.0,24.32,CIN,NYJ,16.279999828338624,12.088000011444091,15.449999,12.088000011444091,12.918000984191895,0.8300009727478042,12.254000205993652
00-0026158,J.Flacco,9,470.0,4.0,2.0,51.0,00-0026158,-1.0,0.0,0.0,30.699999,CIN,CHI,13.104000282287597,14.799999904632568,17.785,14.799999904632568,10.119000339508055,-4.680999565124512,13.863799991607666
00-0026158,J.Flacco,11,199.0,1.0,1.0,41.0,00-0026158,-1.0,0.0,0.0,9.86,CIN,PIT,18.77999973297119,20.203999710083007,13.483999,20.203999710083007,25.500000190734863,5.2960004806518555,21.26319980621338
00-0026158,J.Flacco,12,183.0,1.0,1.0,38.0,00-0026158,3.0,0.0,0.0,9.62,CIN,NE,15.853999900817872,21.52399959564209,13.55,21.52399959564209,23.827999305725097,2.3039997100830085,21.98479953765869
00-0026158,J.Flacco,16,4.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.16,CIN,MIA,13.891999983787537,20.09599952697754,13.793646,20.09599952697754,20.19435365200043,0.09835412502288854,20.115670351982118
00-0026300,J.Johnson,16,43.0,0.0,1.0,10.0,00-0026300,0.0,0.0,0.0,-0.27999997,WAS,PHI,12.807999753952027,18.624999523162842,13.793646,18.624999523162842,17.63935341835022,-0.9856461048126217,18.42787030220032
00-0026300,J.Johnson,17,198.0,0.0,0.0,24.0,00-0026300,10.0,0.0,0.0,8.92,WAS,DAL,26.03199996948242,12.474999606609344,10.346666,12.474999606609344,28.160333240032195,15.68533363342285,15.612066333293914
00-0026498,M.Stafford,1,245.0,1.0,0.0,32.0,00-0026498,-2.0,0.0,0.0,13.6,LA,HOU,14.855000138282776,6.3999998569488525,17.265,6.3999998569488525,3.990000605583191,-2.4099992513656616,5.918000006675721
00-0026498,M.Stafford,2,298.0,2.0,1.0,34.0,00-0026498,-6.0,0.0,0.0,17.32,LA,TEN,19.165000438690186,7.646666765213013,16.66625,7.646666765213013,10.145416975021362,2.4987502098083496,8.146416807174683
00-0026498,M.Stafford,3,196.0,2.0,1.0,34.0,,0.0,0.0,0.0,13.84,LA,PHI,20.81999981403351,10.213333368301392,13.318125,10.213333368301392,17.715208411216736,7.501875042915344,11.71370837688446
00-0026498,M.Stafford,4,375.0,3.0,0.0,44.0,00-0026498,4.0,0.0,0.0,27.4,LA,IND,14.044999718666077,11.120000064373016,15.64,11.120000064373016,9.524999439716339,-1.5950006246566772,10.800999939441681
00-0026498,M.Stafford,5,389.0,3.0,0.0,48.0,00-0026498,0.0,0.0,1.0,25.560001,LA,SF,13.699999690055847,18.039999961853027,16.651785,18.039999961853027,15.088214755058289,-2.9517852067947388,17.449642920494078
00-0026498,M.Stafford,6,181.0,1.0,0.0,28.0,00-0026498,1.0,0.0,0.0,11.34,LA,BAL,20.29800033569336,19.544000244140626,15.825,19.544000244140626,24.01700077056885,4.473000526428223,20.43860034942627
